Industries,State,YEARS,SCORE,INSPECTION DATE
"Transport, Postal and Warehousing",Taranaki,2001,105,1/8/2019
"Transport, Postal and Warehousing",Taranaki,2002,112,1/16/2019
"Transport, Postal and Warehousing",Taranaki,2003,129,8/15/2017
"Transport, Postal and Warehousing",Taranaki,2004,138,8/28/2019
"Transport, Postal and Warehousing",Taranaki,2005,150,2/21/2018
"Transport, Postal and Warehousing",Taranaki,2006,162,11/2/2017
"Transport, Postal and Warehousing",Taranaki,2007,181,7/13/2017
"Transport, Postal and Warehousing",Taranaki,2008,206,10/18/2018
"Transport, Postal and Warehousing",Taranaki,2009,211,5/18/2017
"Transport, Postal and Warehousing",Taranaki,2010,202,3/29/2018
"Transport, Postal and Warehousing",Taranaki,2011,189,11/25/2019
"Transport, Postal and Warehousing",Taranaki,2012,202,5/10/2018
"Transport, Postal and Warehousing",Taranaki,2013,227,9/25/2017
"Transport, Postal and Warehousing",Taranaki,2014,261,8/7/2019
"Transport, Postal and Warehousing",Taranaki,2015,303,11/20/2019
"Transport, Postal and Warehousing",Taranaki,2016,294,8/7/2018
"Transport, Postal and Warehousing",Taranaki,2017,283,4/21/2016
"Information Media, Telecommunications and Other Services",Taranaki,2000,89,10/8/2019
"Information Media, Telecommunications and Other Services",Taranaki,2001,93,9/14/2017
"Information Media, Telecommunications and Other Services",Taranaki,2002,111,10/23/2019
"Information Media, Telecommunications and Other Services",Taranaki,2003,112,6/26/2019
"Information Media, Telecommunications and Other Services",Taranaki,2004,123,8/25/2017
"Information Media, Telecommunications and Other Services",Taranaki,2005,130,4/17/2019
"Information Media, Telecommunications and Other Services",Taranaki,2006,134,5/22/2019
"Information Media, Telecommunications and Other Services",Taranaki,2007,152,8/21/2018
"Information Media, Telecommunications and Other Services",Taranaki,2008,161,8/19/2019
"Information Media, Telecommunications and Other Services",Taranaki,2009,155,3/4/2019
"Information Media, Telecommunications and Other Services",Taranaki,2010,165,6/21/2018
"Information Media, Telecommunications and Other Services",Taranaki,2011,175,11/26/2018
"Information Media, Telecommunications and Other Services",Taranaki,2012,180,4/8/2019
"Information Media, Telecommunications and Other Services",Taranaki,2013,174,11/29/2018
"Information Media, Telecommunications and Other Services",Taranaki,2014,181,5/25/2017
"Information Media, Telecommunications and Other Services",Taranaki,2015,189,9/20/2019
"Information Media, Telecommunications and Other Services",Taranaki,2016,187,6/7/2019
"Information Media, Telecommunications and Other Services",Taranaki,2017,191,12/4/2019
Financial and Insurance Services,Taranaki,2000,52,4/4/2019
Financial and Insurance Services,Taranaki,2001,62,7/28/2017
Financial and Insurance Services,Taranaki,2002,63,3/4/2019
Financial and Insurance Services,Taranaki,2003,72,8/21/2018
Financial and Insurance Services,Taranaki,2004,79,1/4/2017
Financial and Insurance Services,Taranaki,2005,81,10/28/2019
Financial and Insurance Services,Taranaki,2006,85,6/1/2017
Financial and Insurance Services,Taranaki,2007,97,6/22/2018
Financial and Insurance Services,Taranaki,2008,88,10/9/2019
Financial and Insurance Services,Taranaki,2009,104,9/13/2016
Financial and Insurance Services,Taranaki,2010,144,6/4/2019
Financial and Insurance Services,Taranaki,2011,115,3/27/2018
Financial and Insurance Services,Taranaki,2012,128,1/25/2017
Financial and Insurance Services,Taranaki,2013,143,12/6/2019
Financial and Insurance Services,Taranaki,2014,167,6/26/2019
Financial and Insurance Services,Taranaki,2015,144,1/31/2018
Financial and Insurance Services,Taranaki,2016,176,7/2/2018
Financial and Insurance Services,Taranaki,2017,183,4/30/2019
"Rental, Hiring and Real Estate Services",Taranaki,2000,126,7/5/2019
"Rental, Hiring and Real Estate Services",Taranaki,2001,136,5/28/2019
"Rental, Hiring and Real Estate Services",Taranaki,2002,138,9/28/2016
"Rental, Hiring and Real Estate Services",Taranaki,2003,141,3/6/2019
"Rental, Hiring and Real Estate Services",Taranaki,2004,158,3/31/2017
"Rental, Hiring and Real Estate Services",Taranaki,2005,169,7/13/2019
"Rental, Hiring and Real Estate Services",Taranaki,2006,189,6/26/2017
"Rental, Hiring and Real Estate Services",Taranaki,2007,221,11/7/2019
"Rental, Hiring and Real Estate Services",Taranaki,2008,235,3/28/2018
"Rental, Hiring and Real Estate Services",Taranaki,2009,239,4/18/2017
"Rental, Hiring and Real Estate Services",Taranaki,2010,277,7/22/2017
"Rental, Hiring and Real Estate Services",Taranaki,2011,272,7/30/2019
"Rental, Hiring and Real Estate Services",Taranaki,2012,302,9/23/2019
"Rental, Hiring and Real Estate Services",Taranaki,2013,348,10/24/2016
"Rental, Hiring and Real Estate Services",Taranaki,2014,400,11/15/2017
"Rental, Hiring and Real Estate Services",Taranaki,2015,353,5/6/2019
"Rental, Hiring and Real Estate Services",Taranaki,2016,349,10/16/2018
"Rental, Hiring and Real Estate Services",Taranaki,2017,390,1/5/2017
Owner-Occupied Property Operation,Taranaki,2000,186,11/30/2017
Owner-Occupied Property Operation,Taranaki,2001,185,1/9/2018
Owner-Occupied Property Operation,Taranaki,2002,189,12/18/2019
Owner-Occupied Property Operation,Taranaki,2003,213,4/4/2019
Owner-Occupied Property Operation,Taranaki,2004,214,6/12/2019
Owner-Occupied Property Operation,Taranaki,2005,228,8/28/2019
Owner-Occupied Property Operation,Taranaki,2006,258,11/22/2016
Owner-Occupied Property Operation,Taranaki,2007,273,3/28/2019
Owner-Occupied Property Operation,Taranaki,2008,297,12/10/2019
Owner-Occupied Property Operation,Taranaki,2009,307,3/1/2017
Owner-Occupied Property Operation,Taranaki,2010,288,4/30/2019
Owner-Occupied Property Operation,Taranaki,2011,309,7/27/2016
Owner-Occupied Property Operation,Taranaki,2012,331,9/28/2016
Owner-Occupied Property Operation,Taranaki,2013,345,7/5/2018
Owner-Occupied Property Operation,Taranaki,2014,367,4/22/2019
Owner-Occupied Property Operation,Taranaki,2015,372,2/4/2019
Owner-Occupied Property Operation,Taranaki,2016,378,9/13/2018
Owner-Occupied Property Operation,Taranaki,2017,376,3/25/2017
"Professional, Scientific, and Technical Services",Taranaki,2000,111,2/11/2019
"Professional, Scientific, and Technical Services",Taranaki,2001,115,1/17/2017
"Professional, Scientific, and Technical Services",Taranaki,2002,135,2/7/2019
"Professional, Scientific, and Technical Services",Taranaki,2003,155,9/19/2019
"Professional, Scientific, and Technical Services",Taranaki,2004,178,5/31/2017
"Professional, Scientific, and Technical Services",Taranaki,2005,192,8/25/2017
"Professional, Scientific, and Technical Services",Taranaki,2006,190,4/11/2018
"Professional, Scientific, and Technical Services",Taranaki,2007,213,12/24/2018
"Professional, Scientific, and Technical Services",Taranaki,2008,229,9/5/2018
"Professional, Scientific, and Technical Services",Taranaki,2009,252,8/2/2019
"Professional, Scientific, and Technical Services",Taranaki,2010,246,5/8/2019
"Professional, Scientific, and Technical Services",Taranaki,2011,249,9/6/2018
"Professional, Scientific, and Technical Services",Taranaki,2012,262,12/18/2019
"Professional, Scientific, and Technical Services",Taranaki,2013,278,8/8/2019
"Professional, Scientific, and Technical Services",Taranaki,2014,309,10/6/2016
"Professional, Scientific, and Technical Services",Taranaki,2015,296,8/9/2018
"Professional, Scientific, and Technical Services",Taranaki,2016,305,7/19/2018
"Professional, Scientific, and Technical Services",Taranaki,2017,300,6/13/2019
Administrative and Support Services,Taranaki,2000,30,5/6/2019
Administrative and Support Services,Taranaki,2001,35,1/30/2019
Administrative and Support Services,Taranaki,2002,49,3/7/2019
Administrative and Support Services,Taranaki,2003,50,12/5/2018
Administrative and Support Services,Taranaki,2004,52,2/27/2017
Administrative and Support Services,Taranaki,2005,49,7/22/2019
Administrative and Support Services,Taranaki,2006,56,7/12/2017
Administrative and Support Services,Taranaki,2007,57,7/9/2019
Administrative and Support Services,Taranaki,2008,73,2/19/2019
Administrative and Support Services,Taranaki,2009,93,4/18/2019
Administrative and Support Services,Taranaki,2010,86,11/17/2016
Administrative and Support Services,Taranaki,2011,113,11/7/2016
Administrative and Support Services,Taranaki,2012,138,5/29/2019
Administrative and Support Services,Taranaki,2013,124,7/30/2019
Administrative and Support Services,Taranaki,2014,150,6/10/2019
Administrative and Support Services,Taranaki,2015,155,7/26/2017
Administrative and Support Services,Taranaki,2016,125,5/28/2019
Administrative and Support Services,Taranaki,2017,106,4/15/2016
Public Administration and Safety,Taranaki,2000,58,5/29/2018
Public Administration and Safety,Taranaki,2001,60,6/21/2019
Public Administration and Safety,Taranaki,2002,64,2/13/2018
Public Administration and Safety,Taranaki,2003,65,9/3/2019
Public Administration and Safety,Taranaki,2004,70,4/3/2017
Public Administration and Safety,Taranaki,2005,74,6/25/2019
Public Administration and Safety,Taranaki,2006,88,5/16/2019
Public Administration and Safety,Taranaki,2007,93,9/20/2018
Public Administration and Safety,Taranaki,2008,99,8/8/2019
Public Administration and Safety,Taranaki,2009,105,12/19/2017
Public Administration and Safety,Taranaki,2010,110,12/17/2019
Public Administration and Safety,Taranaki,2011,108,4/4/2019
Public Administration and Safety,Taranaki,2012,107,10/4/2019
Public Administration and Safety,Taranaki,2013,105,3/6/2018
Public Administration and Safety,Taranaki,2014,99,4/11/2018
Public Administration and Safety,Taranaki,2015,99,8/8/2018
Public Administration and Safety,Taranaki,2016,103,1/22/2019
Public Administration and Safety,Taranaki,2017,109,12/22/2017
Education and Training,Taranaki,2000,109,1/8/2018
Education and Training,Taranaki,2001,115,1/12/2019
Education and Training,Taranaki,2002,112,7/15/2019
Education and Training,Taranaki,2003,114,4/15/2019
Education and Training,Taranaki,2004,128,10/28/2019
Education and Training,Taranaki,2005,137,10/31/2018
Education and Training,Taranaki,2006,142,3/8/2018
Education and Training,Taranaki,2007,165,9/19/2018
Education and Training,Taranaki,2008,158,2/7/2017
Education and Training,Taranaki,2009,162,12/7/2018
Education and Training,Taranaki,2010,176,7/27/2017
Education and Training,Taranaki,2011,179,12/6/2019
Education and Training,Taranaki,2012,190,4/23/2019
Education and Training,Taranaki,2013,201,9/17/2019
Education and Training,Taranaki,2014,187,3/27/2018
Education and Training,Taranaki,2015,202,3/30/2019
Education and Training,Taranaki,2016,203,12/24/2019
Education and Training,Taranaki,2017,206,11/14/2019
Health Care and Social Assistance,Taranaki,2000,133,6/14/2018
Health Care and Social Assistance,Taranaki,2001,145,6/21/2019
Health Care and Social Assistance,Taranaki,2002,161,1/22/2019
Health Care and Social Assistance,Taranaki,2003,169,11/20/2017
Health Care and Social Assistance,Taranaki,2004,173,6/6/2018
Health Care and Social Assistance,Taranaki,2005,177,10/21/2019
Health Care and Social Assistance,Taranaki,2006,193,10/29/2018
Health Care and Social Assistance,Taranaki,2007,221,7/10/2018
Health Care and Social Assistance,Taranaki,2008,252,7/21/2016
Health Care and Social Assistance,Taranaki,2009,267,6/12/2017
Health Care and Social Assistance,Taranaki,2010,288,1/15/2019
Health Care and Social Assistance,Taranaki,2011,301,2/27/2018
Health Care and Social Assistance,Taranaki,2012,295,7/10/2019
Health Care and Social Assistance,Taranaki,2013,311,7/9/2019
Health Care and Social Assistance,Taranaki,2014,309,6/3/2019
Health Care and Social Assistance,Taranaki,2015,326,9/23/2017
Health Care and Social Assistance,Taranaki,2016,348,1/24/2018
Health Care and Social Assistance,Taranaki,2017,349,8/1/2019
Total All Industries,Taranaki,2000,3595,2/21/2018
Total All Industries,Taranaki,2001,4378,6/13/2017
Total All Industries,Taranaki,2002,4479,3/3/2017
Total All Industries,Taranaki,2003,4344,12/17/2018
Total All Industries,Taranaki,2004,4327,8/23/2017
Total All Industries,Taranaki,2005,4356,2/23/2017
Total All Industries,Taranaki,2006,4518,1/24/2018
Total All Industries,Taranaki,2007,5305,10/10/2019
Total All Industries,Taranaki,2008,7664,11/15/2017
Total All Industries,Taranaki,2009,7946,8/1/2017
Total All Industries,Taranaki,2010,7684,5/21/2018
Total All Industries,Taranaki,2011,7998,3/9/2018
Total All Industries,Taranaki,2012,7917,9/27/2018
Total All Industries,Taranaki,2013,7998,1/1/1900
Total All Industries,Taranaki,2014,8521,4/19/2018
Total All Industries,Taranaki,2015,8322,4/5/2019
Total All Industries,Taranaki,2016,7176,6/6/2018
Total All Industries,Taranaki,2017,7362,3/29/2019
"GST on Production, Import Duties and Other Taxes",Taranaki,2000,266,7/22/2016
"GST on Production, Import Duties and Other Taxes",Taranaki,2001,319,10/1/2019
"GST on Production, Import Duties and Other Taxes",Taranaki,2002,322,5/9/2017
"GST on Production, Import Duties and Other Taxes",Taranaki,2003,328,2/28/2019
"GST on Production, Import Duties and Other Taxes",Taranaki,2004,329,5/23/2019
"GST on Production, Import Duties and Other Taxes",Taranaki,2005,334,7/12/2018
"GST on Production, Import Duties and Other Taxes",Taranaki,2006,349,5/9/2019
"GST on Production, Import Duties and Other Taxes",Taranaki,2007,442,6/12/2019
"GST on Production, Import Duties and Other Taxes",Taranaki,2008,627,8/11/2016
"GST on Production, Import Duties and Other Taxes",Taranaki,2009,637,9/30/2019
"GST on Production, Import Duties and Other Taxes",Taranaki,2010,608,8/23/2019
"GST on Production, Import Duties and Other Taxes",Taranaki,2011,683,12/3/2018
"GST on Production, Import Duties and Other Taxes",Taranaki,2012,725,4/26/2019
"GST on Production, Import Duties and Other Taxes",Taranaki,2013,743,6/5/2019
"GST on Production, Import Duties and Other Taxes",Taranaki,2014,771,8/9/2018
"GST on Production, Import Duties and Other Taxes",Taranaki,2015,760,9/25/2017
"GST on Production, Import Duties and Other Taxes",Taranaki,2016,666,9/16/2017
"GST on Production, Import Duties and Other Taxes",Taranaki,2017,701,4/11/2019
Gross Domestic Product,Taranaki,2000,3861,7/30/2019
Gross Domestic Product,Taranaki,2001,4697,2/1/2017
Gross Domestic Product,Taranaki,2002,4801,12/21/2017
Gross Domestic Product,Taranaki,2003,4672,5/15/2018
Gross Domestic Product,Taranaki,2004,4656,4/25/2017
Gross Domestic Product,Taranaki,2005,4690,4/29/2019
Gross Domestic Product,Taranaki,2006,4867,1/10/2018
Gross Domestic Product,Taranaki,2007,5747,3/8/2019
Gross Domestic Product,Taranaki,2008,8291,10/17/2019
Gross Domestic Product,Taranaki,2009,8584,12/24/2019
Gross Domestic Product,Taranaki,2010,8292,1/24/2018
Gross Domestic Product,Taranaki,2011,8681,9/12/2019
Gross Domestic Product,Taranaki,2012,8642,9/17/2019
Gross Domestic Product,Taranaki,2013,8741,7/12/2018
Gross Domestic Product,Taranaki,2014,9292,6/17/2019
Gross Domestic Product,Taranaki,2015,9082,2/28/2019
Gross Domestic Product,Taranaki,2016,7842,12/6/2019
Gross Domestic Product,Taranaki,2017,8063,7/5/2019
Gross Domestic Product,Taranaki,2018,8136,9/19/2018
Agriculture,Manawatu-Wanganui,2000,486,5/14/2019
Agriculture,Manawatu-Wanganui,2001,639,10/23/2019
Agriculture,Manawatu-Wanganui,2002,726,4/8/2017
Agriculture,Manawatu-Wanganui,2003,492,9/26/2017
Agriculture,Manawatu-Wanganui,2004,501,4/26/2017
Agriculture,Manawatu-Wanganui,2005,560,12/3/2018
Agriculture,Manawatu-Wanganui,2006,482,2/26/2018
Agriculture,Manawatu-Wanganui,2007,510,5/13/2019
Agriculture,Manawatu-Wanganui,2008,683,4/23/2019
Agriculture,Manawatu-Wanganui,2009,563,2/1/2017
Agriculture,Manawatu-Wanganui,2010,683,11/15/2017
Agriculture,Manawatu-Wanganui,2011,889,5/7/2019
Agriculture,Manawatu-Wanganui,2012,899,11/1/2019
Agriculture,Manawatu-Wanganui,2013,747,11/15/2019
Agriculture,Manawatu-Wanganui,2014,1022,9/20/2018
Agriculture,Manawatu-Wanganui,2015,684,9/26/2018
Agriculture,Manawatu-Wanganui,2016,653,3/28/2017
Agriculture,Manawatu-Wanganui,2017,885,1/19/2017
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2000,94,3/8/2019
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2001,109,7/23/2018
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2002,119,10/3/2017
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2003,132,4/26/2018
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2004,124,4/10/2019
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2005,133,6/27/2018
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2006,139,4/20/2016
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2007,173,7/23/2018
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2008,154,12/7/2017
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2009,166,12/2/2016
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2010,188,7/24/2019
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2011,177,1/1/1900
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2012,176,7/9/2018
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2013,170,8/15/2018
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2014,200,5/29/2018
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2015,212,10/2/2018
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2016,225,12/4/2018
"Forestry, Fishing, and Mining",Manawatu-Wanganui,2017,230,4/15/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Manawatu-Wanganui,2000,279,10/13/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Manawatu-Wanganui,2001,308,5/21/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Manawatu-Wanganui,2002,318,5/2/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Manawatu-Wanganui,2003,355,7/25/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Manawatu-Wanganui,2004,396,11/16/2017
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Manawatu-Wanganui,2005,390,6/22/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Manawatu-Wanganui,2006,517,3/20/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Manawatu-Wanganui,2007,338,9/5/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Manawatu-Wanganui,2008,358,2/3/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Manawatu-Wanganui,2009,361,8/16/2017
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Manawatu-Wanganui,2010,435,9/20/2018
